1000007761GREAT LAKES INDEPENDENT BOOKSELLERSVENDOR     
1000007781BUSINESS WIRE INC                  VENDOR     
1000021154PAUL WEISS RIFKIND WHARTON & GARRISVENDOR     
1000025905DATASTRONG LLC                     VENDOR     
1000026197ROBOTS AND CUPCAKES LLC            VENDOR     
1000026413KINNERET ZMORA BITAN DVIR PUBLISHINVENDOR     
2000025210MARIAN A RYAN                      VENDOR     
A23754    KINNERET ZMORA BITAN DVIR PUBLISHINVENDOR     
ASMASM    ASSEMBLY DEPT CARRIER              CARRIERKITB
CALL      Call Customer for Instructions     CARRIERCALL
ROADRUNNERROADRUNNER LTL                     CARRIERRDFS
SAIA      SAIA LTL FREIGHT                   CARRIERSAIA
SEKO AIR  SEKO INTERNATIONAL AIR             CARRIERSEKW
UPSF      UPS Freight                        CARRIERUPGF
VITRAN    Vitran Express                     CARRIERVITR
1000000944CINTAS CORPORATION                 VENDOR     
1000001799K HOVING RECYCLING & DISPOSAL INC  VENDOR     
1000013685OZARKA                             VENDOR     
1000014775YAY DESIGN LLC                     VENDOR     
1000016348CENGAGE LEARNING                   VENDOR     
1000018590SHRED-IT AUSTIN                    VENDOR     
1000023807CINTAS CORPORATION NO 2            VENDOR     
1000024148AGATE PUBLISHING INC               VENDOR     
10000263982M COMMUNICATIONS LTD              VENDOR     
1000026399ST JOSEPH INSTITUTION INTL         VENDOR     
1000026430TBI INC                            VENDOR     
2000023278JAMES M DEEM                       VENDOR     
2000024380KAREN SHERMAN                      VENDOR     
2000029559MARK BABUSHKIN                     VENDOR     
2000029719DORIS SAMPSON                      VENDOR     
2000030927DAVID L STIENECKER                 VENDOR     
2000033821ELLEN VEDORA                       VENDOR     
2000034686PAUL FELIX                         VENDOR     
2000034687MARIA VICTORIA LOURDES CERUTTI     VENDOR     
5000000094C & C OFFSET PRINTING              VENDOR     
A01876    CURTIS BROWN LTD                   VENDOR     
A08973    DEEM JAMES M                       VENDOR     
A14224    KRIEGER LARRY S                    VENDOR     
A14376    PAVLIK ROBERT A                    VENDOR     
A20962    SHANNON ASSOCIATES LLC             VENDOR     
A22265    MASON MARGARET                     VENDOR     
A22314    MORTENSEN LORI A                   VENDOR     
ASMASM    Assembly Dept. Kitting Order       CARRIERKITB
PILOT 1DAYPilot Next Day Air                 CARRIERPAAF
ROADRUNNERROADRUNNER LTL                     CARRIERRDFS
SAIA      SAIA LTL FREIGHT                   CARRIERSAIA
SEKO AIR  Seko International Air             CARRIERSEKW
SEKO OCEANSEKO INTERNATIONAL OCEAN           CARRIERSEKW
UPSF      UPS Freight                        CARRIERUPGF
VITRAN    Vitran Express                     CARRIERVITR
1000000089SEATTLE TIMES COMPANY              VENDOR     
1000000294AMER ASSOC ADVANCEMENT SCIENCE     VENDOR     
1000000295AMER ASSOC ADVANCEMENT SCIENCE     VENDOR     
1000003906OXFORD UNIVERSITY PRESS INDIA      VENDOR     
1000004653DON CONGDON ASSOCIATES INC         VENDOR     
1000004992CONNECTICUT READING ASSOCIATION    VENDOR     
1000005899NAYLOR PUBLICATIONS                VENDOR     
1000005909AMERICAN ASSN FOR ADVANCEMENT OF SCVENDOR     
1000008058MACMILLAN PUBLISHERS LTD           VENDOR     
1000015641SKINNER PLUMBING & HEATING CORP    VENDOR     
1000017172RECEIVER GENERAL FOR CANADA        VENDOR     
1000022038CATALOG SOLUTIONS INC              VENDOR     
1000026414WARREN INDUSTRIES INC              VENDOR     
1000026435CHICAGO BLACKHAWKS CHARITIES       VENDOR     
1000026436WINGS PROGRAM INC                  VENDOR     
1000026437APAC CUSTOMER SERVICES INC         VENDOR     
1000026438THE GOSS GROUP INC                 VENDOR     
1000026439FINANCIAL INDUSTRIAL REGULATORY    VENDOR     
2000009222MARCIA CARLSON                     VENDOR     
2000010021TODD FRANCE                        VENDOR     
2000034716CHARLES PITMAN BAKER IV            VENDOR     
4000000956THE RECEIVER GENERAL               VENDOR     
5000002324EMBASSY GRAPHICS                   VENDOR     
6000005275HELEN BURNINGHAM OXENBURY          VENDOR     
A22656    HINDS GARETH                       VENDOR     
ASMASM    ASSEMBLY DEPT CARRIER              CARRIERKITB
CALL      CALL CUSTOMER FOR INSTRUCTIONS     CARRIERCALL
CALL FOL  Call Follett 888-618-7447          CARRIERCALL
CALLOXFORDCALL OXFORD/905 882 4880           CARRIERCALL
ROADRUNNERROADRUNNER LTL                     CARRIERRDFS
SAIA      SAIA LTL FREIGHT                   CARRIERSAIA
SEKO OCEANSeko International Ocean           CARRIERSEKW
UPSF      UPS Freight                        CARRIERUPGF
VITRAN    Vitran Express                     CARRIERVITR
YRC       Yellow Roadway Corporation         CARRIERRDWY
1000005612M ZION SECURITY SYSTEMS CORP       VENDOR     
1000008058MACMILLAN PUBLISHERS LTD           VENDOR     
1000026423CHG VALLEY  FORGE LP               VENDOR     
1000026440LINDQUIST PLUMBING & SUPPLY CO INC VENDOR     
2000017278VERN L LINDQUIST                   VENDOR     
2000030443JOHN R MCKERNAN JR                 VENDOR     
2000033050JOHN F KILLIAN                     VENDOR     
2000034717TIMOTHY JAY BOALS                  VENDOR     
2000034718EDUARDO APARICIO                   VENDOR     
2000034719MARIANA CASTRO                     VENDOR     
2000034725PAULA A WHITE                      VENDOR     
3000006851JOHN KILLIAN                       VENDOR     
5000000691R R DONNELLEY RECEIVABLES INC      VENDOR     
A01476    UNIVERSITY OF IOWA                 VENDOR     
A12893    BILOW LYNDA DURRANT                VENDOR     
ASMASM    Assembly Dept. Kitting Order       CARRIERKITB
CALL      Call Customer for Instructions     CARRIERCALL
CALL FOL  CALL FOLLETT 888-618-7447          CARRIERCALL
PILOT 1DAYPilot Next Day Air                 CARRIERPAAF
ROADRUNNERROADRUNNER LTL                     CARRIERRDFS
SAIA      SAIA LTL FREIGHT                   CARRIERSAIA
VITRAN    Vitran Express                     CARRIERVITR
1000000479TESOL                              VENDOR     
1000000480TEACHERS OF ENGLISH TO SPEAKERS OF VENDOR     
1000001879NEVADA ASSN OF SCH ADMINISTRATORS  VENDOR     
1000018339ARKANSAS ASSN OF CONTINUING & ADULTVENDOR     
1000019549IND SCHOOL DISTRICT 191            VENDOR     
1000022787MSI - MECHANICAL SERVICES INC      VENDOR     
1000023275BOSTON AUTHORS CLUB                VENDOR     
1000025606CAPITOL ADVISORS LLC               VENDOR     
1000026431SILVER FOX PRODUCTIONS INC         VENDOR     
1000026437APAC CUSTOMER SERVICES INC         VENDOR     
2000018381CATHERINE KEAY                     VENDOR     
2000034682KAREN KAWAGUCHI                    VENDOR     
2000034688ALAN DANIEL WONG                   VENDOR     
4000000975SCOTT RANDOLPH                     VENDOR     
6000000074BERNARD WEISS                      VENDOR     
6000000305RAYMOND E DAVIS                    VENDOR     
6000000840ROBERT FREEDMAN JR                 VENDOR     
6000002970KURT CYRUS                         VENDOR     
6000003265RANDY WHITFIELD                    VENDOR     
6000003451MARGOT P LIBERTY                   VENDOR     
6000003733DOUG CUSHMAN                       VENDOR     
6000004223JUDY NYBERG                        VENDOR     
6000004927PETER MORDVINOFF                   VENDOR     
6000004991ROBERT NEUHAUS                     VENDOR     
6000005659HELENE M BUCHMAN                   VENDOR     
A22477    ZALLINGER FAMILY LLC               VENDOR     
A23771    EDEN STREET LITERARY               VENDOR     
A23773    SUSAN SCHULMAN LITERARY AGENCY     VENDOR     
ASMASM    ASSEMBLY DEPT CARRIER              CARRIERKITB
CALLOXFORDCALL OXFORD/905 882 4880           CARRIERCALL
PILOT 1DAYPilot Next Day Air                 CARRIERPAAF
ROADRUNNERRoadrunner LTL                     CARRIERRDFS
SAIA      SAIA LTL FREIGHT                   CARRIERSAIA
SEKO AIR  SEKO INTERNATIONAL AIR             CARRIERSEKW
UPSF      UPS FREIGHT (LTL ONLY)             CARRIERUPGF
VITRAN    Vitran Express                     CARRIERVITR
YRC       YELLOW ROADWAY CORPORATION         CARRIERRDWY
5000000000LEARNING COMPANY                   VENDOR     
5000000001TECHNICOLOR CREATIVE SERVICES US INVENDOR     
